tax_id	Org_name	GeneID	CurrentID	Status	Symbol	Aliases	description	other_designations	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM	
511145	Escherichia coli str. K-12 substr. MG1655	2847726	0	live	yehH	b4499, ECK2108, b2116, b2117, molR, yehG	pseudo				NC_000913.3	2197410	2200269	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	947305	0	live	ascG	b2714, ECK2709, sac	DNA-binding transcriptional repressor AscG	DNA-binding transcriptional repressor AscG			NC_000913.3	2838254	2839264	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	947157	0	live	ygaM	b2672, ECK2666	DUF883 domain-containing protein YgaM	DUF883 domain-containing protein YgaM			NC_000913.3	2800146	2800475	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	947089	0	live	pgeF	b2593, ECK2591, yfiH	polyphenol oxidase YfiH	polyphenol oxidase YfiH			NC_000913.3	2734303	2735034	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	944928	0	live	yagF	b0269, ECK0270	CP4-6 prophage; D-xylonate dehydratase	CP4-6 prophage|D-xylonate dehydratase			NC_000913.3	283201	285168	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948811	0	live	yjjB	b4363, ECK4353	putative succinate exporter YjjB	putative succinate exporter YjjB			NC_000913.3	4601624	4602097	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	946691	0	live	rlmI	b0967, ECK0958, yccW	23S rRNA m(5)C1962 methyltransferase	23S rRNA m(5)C1962 methyltransferase			NC_000913.3	1028779	1029969	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	947353	0	live	glcD	b2979, ECK2974, gox, yghM	glycolate dehydrogenase, putative FAD-linked subunit	glycolate dehydrogenase, putative FAD-linked subunit			NC_000913.3	3126522	3128021	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	946959	0	live	hyfA	b2481, ECK2477, yffE	hydrogenase 4 component A	hydrogenase 4 component A			NC_000913.3	2601201	2601818	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	945475	0	live	potH	b0856, ECK0847	putrescine ABC transporter membrane subunit PotH	putrescine ABC transporter membrane subunit PotH			NC_000913.3	896134	897087	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	944741	0	live	nfrA	b0568, ECK0560	bacteriophage N4 outer membrane receptor	bacteriophage N4 outer membrane receptor			NC_000913.3	587982	590954	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	944783	0	live	yabI	b0065, ECK0066	DedA family protein YabI	DedA family protein YabI			NC_000913.3	71351	72115	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	947750	0	live	yhcH	b3221, ECK3210	DUF386 domain-containing protein YhcH	DUF386 domain-containing protein YhcH			NC_000913.3	3369014	3369478	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	947079	0	live	fimZ	b0535, ECK0528, ybcA	putative LuxR family transcriptional regulator FimZ	putative LuxR family transcriptional regulator FimZ			NC_000913.3	563848	564480	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	945463	0	live	dgcI	b0834, ECK0824, yliF	putative diguanylate cyclase DgcI	putative diguanylate cyclase DgcI			NC_000913.3	875335	876663	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948593	0	live	alsA	b4087, ECK4080, yjcW	D-allose ABC transporter ATP binding subunit	D-allose ABC transporter ATP binding subunit			NC_000913.3	4309448	4310980	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	946156	0	live	lhr	b1653, ECK1649, rhlF	putative ATP-dependent helicase Lhr	putative ATP-dependent helicase Lhr			NC_000913.3	1729087	1733703	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	945656	0	live	ycfH	b1100, ECK1086	putative metal-dependent hydrolase YcfH	putative metal-dependent hydrolase YcfH			NC_000913.3	1156777	1157574	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	945070	0	live	ybaY	b0453, ECK0447	PF09619 family lipoprotein YbaY	PF09619 family lipoprotein YbaY			NC_000913.3	475379	475951	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	944999	0	live	pqiA	b0950, ECK0941, pqi5, pqi5A	intermembrane transport protein PqiA	intermembrane transport protein PqiA			NC_000913.3	1012001	1013254	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948350	0	live	yihG	b3862, ECK3854	1-acylglycerol-3-phosphate O-acyltransferase YihG	1-acylglycerol-3-phosphate O-acyltransferase YihG			NC_000913.3	4045670	4046602	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	947632	0	live	garK	b3124, ECK3112, yhaD	glycerate 2-kinase 1	glycerate 2-kinase 1			NC_000913.3	3270625	3271770	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	946801	0	live	slyB	b1641, ECK1637	outer membrane lipoprotein SlyB	outer membrane lipoprotein SlyB			NC_000913.3	1719876	1720343	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	949064	0	live	caiA	b0039, ECK0040, yaaO	crotonobetainyl-CoA reductase	crotonobetainyl-CoA reductase			NC_000913.3	39244	40386	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948230	0	live	cbrC	b3717, ECK3710, yieJ	UPF0167 family colicin E2 tolerance protein CbrC	UPF0167 family colicin E2 tolerance protein CbrC			NC_000913.3	3898022	3898609	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948219	0	live	mdtL	b3710, ECK3703, yidY	efflux pump MdtL	efflux pump MdtL			NC_000913.3	3891615	3892790	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	947565	0	live	ttdA	b3061, ECK3051, ygjA	L(+)-tartrate dehydratase subunit alpha	L(+)-tartrate dehydratase subunit alpha			NC_000913.3	3206463	3207374	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	946770	0	live	cynX	b0341, ECK0338	cyanate transporter	cyanate transporter			NC_000913.3	359992	361146	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	946882	0	live	cysU	b2424, ECK2419, cysT	sulfate/thiosulfate ABC transporter inner membrane subunit CysU	sulfate/thiosulfate ABC transporter inner membrane subunit CysU			NC_000913.3	2541679	2542512	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	946025	0	live	ybjX	b0877, ECK0868	DUF535 domain-containing protein YbjX	DUF535 domain-containing protein YbjX			NC_000913.3	918128	919120	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	945058	0	live	yajR	b0427, ECK0421	putative transport protein YajR	putative transport protein YajR			NC_000913.3	445302	446666	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	2847756	0	live	cutC	b1874, ECK1875	protein CutC	protein CutC			NC_000913.3	1958520	1959266	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948610	0	live	trmJ	b2532, ECK2529, yfhQ	tRNA Cm32/Um32 methyltransferase	tRNA Cm32/Um32 methyltransferase			NC_000913.3	2662583	2663323	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	946190	0	live	menI	b1686, ECK1683, ydiI	1,4-dihydroxy-2-naphthoyl-CoA hydrolase	1,4-dihydroxy-2-naphthoyl-CoA hydrolase			NC_000913.3	1765222	1765632	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	944916	0	live	yafO	b0233, ECK0234	ribosome-dependent mRNA interferase toxin YafO	ribosome-dependent mRNA interferase toxin YafO			NC_000913.3	252301	252699	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	2847733	0	live	ldrA	b4419, ECK1204	small toxic polypeptide LdrA	small toxic polypeptide LdrA			NC_000913.3	1269168	1269275	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	946871	0	live	yciE	b1257, ECK1251	DUF892 domain-containing protein YciE	DUF892 domain-containing protein YciE			NC_000913.3	1314718	1315224	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	945345	0	live	valZ	b0746, ECK0735, valTb, valTbeta	tRNA				NC_000913.3	781068	781143	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	945489	0	live	artP	b0864, ECK0855	L-arginine ABC transporter ATP binding subunit	L-arginine ABC transporter ATP binding subunit			NC_000913.3	903006	903734	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948568	0	live	pdeC	b4061, ECK4053, yjcC	c-di-GMP phosphodiesterase PdeC	c-di-GMP phosphodiesterase PdeC			NC_000913.3	4275471	4277057	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948020	0	live	hybG	b2990, ECK2984	hydrogenase maturation factor HybG	hydrogenase maturation factor HybG			NC_000913.3	3139716	3139964	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	947620	0	live	yhaK	b3106, ECK3097	bicupin-related protein	bicupin-related protein			NC_000913.3	3254319	3255020	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	946961	0	live	hyfB	b2482, ECK2478, yffF	hydrogenase 4 component B	hydrogenase 4 component B			NC_000913.3	2601818	2603836	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	946191	0	live	sapB	b1293, ECK1288	putrescine ABC exporter membrane subunit SapB	putrescine ABC exporter membrane subunit SapB			NC_000913.3	1354505	1355470	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	945026	0	live	tauC	b0367, ECK0364, ssiC, yaiJ	taurine ABC transporter membrane subunit	taurine ABC transporter membrane subunit			NC_000913.3	386971	387798	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	7751627	0	live	ibsC	b4665, ECK4480	toxic peptide IbsC	toxic peptide IbsC			NC_000913.3	3056890	3056949	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	947825	0	live	gspA	b3323, ECK3310, yheD	Type II secretion system protein GspA	Type II secretion system protein GspA			NC_000913.3	3453929	3455398	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948955	0	live	appX	b4592, ECK4402, cbdX, yccB	small protein AppX	small protein AppX			NC_000913.3	1040445	1040537	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948533	0	live	yjbF	b4027, ECK4019	lipoprotein YjbF	lipoprotein YjbF			NC_000913.3	4236262	4236900	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948299	0	live	rffH	b3789, ECK3781, yifG	dTDP-glucose pyrophosphorylase 2	dTDP-glucose pyrophosphorylase 2			NC_000913.3	3973608	3974489	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	947982	0	live	yhhS	b3473, ECK3457	putative transporter YhhS	putative transporter YhhS			NC_000913.3	3610516	3611733	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	946134	0	live	rsxD	b1630, ECK1626, ydgO	SoxR [2Fe-2S] reducing system protein RsxD	SoxR [2Fe-2S] reducing system protein RsxD			NC_000913.3	1709142	1710200	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	945609	0	live	ycdY	b1035, ECK1021	chaperone protein YcdY	chaperone protein YcdY			NC_000913.3	1099640	1100194	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948715	0	live	ulaC	b4195, ECK4191, ptxA, sgaA, yjfU	L-ascorbate specific PTS enzyme IIA component	L-ascorbate specific PTS enzyme IIA component			NC_000913.3	4421708	4422172	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	945534	0	live	ycaL	b0909, ECK0900	periplasmic protease YcaL	periplasmic protease YcaL			NC_000913.3	960264	961028	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	947491	0	live	yqhC	b3010, ECK3002	DNA-binding transcriptional activator YqhC	DNA-binding transcriptional activator YqhC			NC_000913.3	3154262	3155218	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	946433	0	live	fliT	b1926, ECK1925	flagellar biosynthesis protein FliT	flagellar biosynthesis protein FliT			NC_000913.3	2005713	2006078	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	946259	0	live	astB	b1745, ECK1743, ydjT	N-succinylarginine dihydrolase	N-succinylarginine dihydrolase			NC_000913.3	1826916	1828259	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	945613	0	live	yceK	b1050, ECK1036	DUF1375 domain-containing lipoprotein YceK	DUF1375 domain-containing lipoprotein YceK			NC_000913.3	1113579	1113806	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948656	0	live	yjeH	b4141, ECK4135	L-methionine/branched chain amino acid exporter	L-methionine/branched chain amino acid exporter			NC_000913.3	4369156	4370412	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	947901	0	live	hofQ	b3391, ECK3378, hopQ	DNA utilization protein HofQ	DNA utilization protein HofQ			NC_000913.3	3519465	3520703	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	947154	0	live	ascF	b2715, ECK2710, sac	beta-glucoside specific PTS enzyme IIBC component	beta-glucoside specific PTS enzyme IIBC component			NC_000913.3	2839524	2840981	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	947045	0	live	rhtA	b0813, ECK0802, ybiF	L-threonine/L-homoserine exporter	L-threonine/L-homoserine exporter			NC_000913.3	849210	850097	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	946363	0	live	yebF	b1847, ECK1848	secreted protein YebF	secreted protein YebF			NC_000913.3	1930034	1930390	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	946148	0	live	rsxA	b1627, ECK1623, ydgL	SoxR [2Fe-2S] reducing system protein RsxA	SoxR [2Fe-2S] reducing system protein RsxA			NC_000913.3	1705767	1706348	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	945653	0	live	pqiB	b0951, ECK0942, pqi5, pqi5B	intermembrane transport protein PqiB	intermembrane transport protein PqiB			NC_000913.3	1013259	1014899	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	945469	0	live	gstB	b0838, ECK0828, yliJ	glutathione S-transferase GstB	glutathione S-transferase GstB			NC_000913.3	879854	880480	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948406	0	live	yiiM	b3910, ECK3903	2-amino-6-N-hydroxylaminopurine resistance protein	2-amino-6-N-hydroxylaminopurine resistance protein			NC_000913.3	4102822	4103496	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	947584	0	live	nfeR	b3071, ECK3061, yqjI	DNA-binding transcriptional repressor NfeR	DNA-binding transcriptional repressor NfeR			NC_000913.3	3216779	3217402	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	946811	0	live	mliC	b1639, ECK1635, ydhA	inhibitor of c-type lysozyme, putative lipoprotein	inhibitor of c-type lysozyme, putative lipoprotein			NC_000913.3	1718066	1718395	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	946561	0	live	wcaM	b2043, ECK2037, yefK	putative colanic acid biosynthesis protein WcaM	putative colanic acid biosynthesis protein WcaM			NC_000913.3	2114502	2115896	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	946264	0	live	lsrD	b1515, ECK1508, ydeZ	Autoinducer-2 ABC transporter membrane subunit LsrD	Autoinducer-2 ABC transporter membrane subunit LsrD			NC_000913.3	1604047	1605039	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	946105	0	live	lsrC	b1514, ECK1507, ydeY	Autoinducer-2 ABC transporter membrane subunit LsrC	Autoinducer-2 ABC transporter membrane subunit LsrC			NC_000913.3	1603019	1604047	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	946089	0	live	ytjB	b4387, ECK4379, smp	protein Smp	protein Smp			NC_000913.3	4624145	4624789	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	945027	0	live	tauB	b0366, ECK0363, ssiB, yaiQ	taurine ABC transporter ATP binding subunit	taurine ABC transporter ATP binding subunit			NC_000913.3	386207	386974	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948594	0	live	alsC	b4086, ECK4079, yjcV	D-allose ABC transporter membrane subunit	D-allose ABC transporter membrane subunit			NC_000913.3	4308489	4309469	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948521	0	live	yjbB	b4020, ECK4012	putative inorganic phosphate export protein YjbB	putative inorganic phosphate export protein YjbB			NC_000913.3	4227731	4229362	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948377	0	live	yihO	b3876, ECK3869, squO	putative sulfoquinovose transporter	putative sulfoquinovose transporter			NC_000913.3	4064363	4065766	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948072	0	live	yiaF	b3554, ECK3541	DUF3053 domain-containing protein YiaF	DUF3053 domain-containing protein YiaF			NC_000913.3	3718334	3719044	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	945440	0	live	ybiT	b0820, ECK0810	putative ATP-binding protein YbiT	putative ATP-binding protein YbiT			NC_000913.3	855963	857555	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	945245	0	live	djlB	b0646, ECK0639, ybeS	J domain-containing protein DjlB	J domain-containing protein DjlB			NC_000913.3	677415	678842	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	946589	0	live	rutG	b1006, ECK0997, ycdG	pyrimidine:H(+) symporter	pyrimidine:H(+) symporter			NC_000913.3	1068511	1069839	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	2847748	0	live	ghxQ	b4464, ECK2880, b2884, b2885, ygfQ, ygfR	guanine/hypoxanthine transporter GhxQ	guanine/hypoxanthine transporter GhxQ			NC_000913.3	3027121	3028488	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	949077	0	live	araJ	b0396, ECK0390, araT	putative transport protein AraJ	putative transport protein AraJ			NC_000913.3	411297	412481	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	947695	0	live	yhdJ	b3262, ECK3249, ccrM	DNA adenine methyltransferase	DNA adenine methyltransferase			NC_000913.3	3411653	3412537	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	947509	0	live	rsxE	b1632, ECK1628, ydgQ	SoxR [2Fe-2S] reducing system protein RsxE	SoxR [2Fe-2S] reducing system protein RsxE			NC_000913.3	1710828	1711523	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	947048	0	live	hycF	b2720, ECK2715, hevF	formate hydrogenlyase subunit HycF	formate hydrogenlyase subunit HycF			NC_000913.3	2844210	2844752	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	945266	0	live	sapC	b1292, ECK1287	putrescine ABC exporter membrane protein SapC	putrescine ABC exporter membrane protein SapC			NC_000913.3	1353628	1354518	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	944855	0	live	sfsA	b0146, ECK0145, sfs, sfs1	putative DNA-binding transcriptional regulator of maltose metabolism	putative DNA-binding transcriptional regulator of maltose metabolism			NC_000913.3	160782	161486	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	2847723	0	live	cyuA	b4470, ECK3099, b3108, b3109, yhaM, yhaN	putative L-cysteine desulfidase CyuA	putative L-cysteine desulfidase CyuA			NC_000913.3	3255341	3256651	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948096	0	live	yiaK	b3575, ECK3564	2,3-diketo-L-gulonate reductase	2,3-diketo-L-gulonate reductase			NC_000913.3	3742733	3743731	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948006	0	live	dtpB	b3496, ECK3481, yhiP	dipeptide/tripeptide:H(+) symporter DtpB	dipeptide/tripeptide:H(+) symporter DtpB			NC_000913.3	3640862	3642331	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	946912	0	live	eutK	b2438, ECK2433, yffI	putative structural protein, ethanolamine utilization microcompartment	putative structural protein, ethanolamine utilization microcompartment			NC_000913.3	2555228	2555728	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	945664	0	live	nagK	b1119, ECK1105, ycfX	N-acetyl-D-glucosamine kinase	N-acetyl-D-glucosamine kinase			NC_000913.3	1178593	1179504	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948177	0	live	setC	b3659, ECK3649, yicK	putative arabinose exporter	putative arabinose exporter			NC_000913.3	3836953	3838137	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	947389	0	live	ubiI	b2906, ECK2901, visC	2-octaprenylphenol 6-hydroxylase	2-octaprenylphenol 6-hydroxylase			NC_000913.3	3051115	3052317	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	947138	0	live	yqaE	b2666, ECK2660	Pmp3 family protein YqaE	Pmp3 family protein YqaE			NC_000913.3	2796870	2797028	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	946465	0	live	yedI	b1958, ECK1956	DUF808 domain-containing inner membrane protein YedI	DUF808 domain-containing inner membrane protein YedI			NC_000913.3	2028449	2029366	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	946170	0	live	valV	b1665, ECK1661	tRNA				NC_000913.3	1746435	1746511	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	945466	0	live	bssR	b0836, ECK0826, yliH	regulator of biofilm formation	regulator of biofilm formation			NC_000913.3	878248	878631	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	5061525	0	live	istR	b4616, ECK4425, istR-1, istR-2, psrA19	ncRNA				NC_000913.3	3853118	3853257	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948969	0	live	dgcP	b1794, ECK1792, yeaP	diguanylate cyclase DgcP	diguanylate cyclase DgcP			NC_000913.3	1877715	1878740	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	946568	0	live	murR	b2427, ECK2422, yfeT	DNA-binding transcriptional dual regulator MurR	DNA-binding transcriptional dual regulator MurR			NC_000913.3	2544752	2545609	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	946083	0	live	ydeE	b1534, ECK1527, ydeF	dipeptide exporter	dipeptide exporter			NC_000913.3	1621332	1622519	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	946036	0	live	adhP	b1478, ECK1472, yddN	ethanol dehydrogenase/alcohol dehydrogenase	ethanol dehydrogenase/alcohol dehydrogenase			NC_000913.3	1552828	1553838	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	949105	0	live	tcyL	b1918, ECK1917, yecS	cystine ABC transporter membrane subunit	cystine ABC transporter membrane subunit			NC_000913.3	1997811	1998479	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	947226	0	live	casE	b2756, ECK2751, cas6e, cse3, ygcH	pre-CRISPR RNA endonuclease	pre-CRISPR RNA endonuclease			NC_000913.3	2879788	2880387	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	946582	0	live	asmA	b2064, ECK2058, yegA	putative assembly protein AsmA	putative assembly protein AsmA			NC_000913.3	2139759	2141612	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948097	0	live	yiaT	b3584, ECK3573	outer membrane protein YiaT	outer membrane protein YiaT			NC_000913.3	3751128	3751868	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	946942	0	live	eutM	b2457, ECK2452, cchA, yffZ	putative ethanolamine catabolic microcompartment shell protein EutM	putative ethanolamine catabolic microcompartment shell protein EutM			NC_000913.3	2572157	2572450	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	946641	0	live	gatZ	b2095, ECK2088	tagatose-1,6-bisphosphate aldolase 2 subunit GatZ	tagatose-1,6-bisphosphate aldolase 2 subunit GatZ			NC_000913.3	2175059	2176321	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	946090	0	live	cspF	b1558, ECK1552	Qin prophage; cold shock protein CspF	Qin prophage|cold shock protein CspF			NC_000913.3	1641855	1642067	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	945575	0	live	hyaD	b0975, ECK0966	putative hydrogenase 1 maturation protease HyaD	putative hydrogenase 1 maturation protease HyaD			NC_000913.3	1035770	1036357	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	944973	0	live	glsB	b1524, ECK1517, yneH	glutaminase 2	glutaminase 2			NC_000913.3	1612325	1613251	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948575	0	live	actP	b4067, ECK4060, yjcG	acetate/glycolate:cation symporter	acetate/glycolate:cation symporter			NC_000913.3	4283253	4284902	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948454	0	live	pflD	b3951, ECK3942, yijL	putative formate acetyltransferase 2	putative formate acetyltransferase 2			NC_000913.3	4143995	4146292	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	946570	0	live	wcaA	b2059, ECK2053	colanic acid biosynthesis glucuronosyltransferase WcaA	colanic acid biosynthesis glucuronosyltransferase WcaA			NC_000913.3	2132558	2133397	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	946336	0	live	pdeD	b1815, ECK1813, yoaD	putative c-di-GMP phosphodiesterase PdeD	putative c-di-GMP phosphodiesterase PdeD			NC_000913.3	1898427	1900025	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	945909	0	live	dgcM	b1341, ECK1338, ydaM	diguanylate cyclase DgcM	diguanylate cyclase DgcM			NC_000913.3	1406563	1407795	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948999	0	live	caiE	b0035, ECK0036	putative transferase CaiE	putative transferase CaiE			NC_000913.3	34781	35371	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	947348	0	live	ygeA	b2840, ECK2838	amino acid racemase YgeA	amino acid racemase YgeA			NC_000913.3	2979943	2980635	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	946595	0	live	yfaL	b2233, ECK2225, yfaF, yfaJ, yfaK	putative autotransporter adhesin YfaL	putative autotransporter adhesin YfaL			NC_000913.3	2340417	2344169	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	945806	0	live	hofC	b0106, ECK0105, hopC, yacD	inner membrane protein HofC	inner membrane protein HofC			NC_000913.3	114522	115724	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	945713	0	live	chiQ	b0682, ECK0670, ybfN	lipoprotein ChiQ	lipoprotein ChiQ			NC_000913.3	709790	710116	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948612	0	live	phnL	b4096, ECK4089	methylphosphonate degradation complex subunit PhnL	methylphosphonate degradation complex subunit PhnL			NC_000913.3	4317215	4317895	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948465	0	live	gltT	b3969, ECK3961, tgtB	tRNA				NC_000913.3	4168372	4168447	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	945945	0	live	yddA	b1496, ECK1490	ABC transporter family protein YddA	ABC transporter family protein YddA			NC_000913.3	1577657	1579342	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	944754	0	live	insL1	b0016, ECK0016, yi81-1	IS186/IS421 transposase	IS186/IS421 transposase			NC_000913.3	15445	16557	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	949080	0	live	rcnB	b2107, ECK2100, yohN	periplasmic protein involved in nickel/cobalt export	periplasmic protein involved in nickel/cobalt export			NC_000913.3	2186960	2187298	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948383	0	live	fdoI	b3892, ECK3885	formate dehydrogenase O subunit gamma	formate dehydrogenase O subunit gamma			NC_000913.3	4081225	4081860	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948066	0	live	yhjX	b3547, ECK3534	putative transporter YhjX	putative transporter YhjX			NC_000913.3	3710799	3712007	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	946213	0	live	fadK	b1701, ECK1699, ydiD	short chain acyl-CoA synthetase	short chain acyl-CoA synthetase			NC_000913.3	1782977	1784677	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	945794	0	live	ychN	b1219, ECK1213	DsrE/F sulfur relay family protein YchN	DsrE/F sulfur relay family protein YchN			NC_000913.3	1273246	1273599	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948565	0	live	ghxP	b4064, ECK4057, yjcD	guanine/hypoxanthine transporter GhxP	guanine/hypoxanthine transporter GhxP			NC_000913.3	4278479	4279828	plus	0		
