gene_ID,type,gene_symbol,start,stop,description,,,
ECB_02474,cds,ung,2638247,2638936,uracil-DNA glycosylase,,,
ECB_02475,cds,yfiF,2638984,2640021,predicted methyltransferase,,,
ECB_02476,cds,trxC,2640228,2640647,thioredoxin 2,,,
ECB_02477,cds,yfiP,2640716,2641414,hypothetical protein,,,
ECB_02478,cds,yfiQ,2641446,2644106,fused predicted acyl-CoA synthetase,,,
ECB_02479,cds,pssA,2644220,2645575,phosphatidylserine synthase,,,
ECB_02480,cds,yfiM,2645672,2645944,hypothetical protein,,,
ECB_02481,cds,kgtP,2645941,2647239,alpha-ketoglutarate transporter,,,
ECB_r00004,ncrna,rrfG,2647560,2647679,,,,
EBG00001040563,ncrna,5S_rRNA,2647562,2647677,,,,
EBG00001040579,ncrna,LSU_rRNA_bacteria,2647772,2650677,,,,
ECB_r00005,ncrna,rrlG,2647772,2650677,,,,
EBG00001040525,ncrna,PK-G12rRNA,2648286,2648393,,,,
EBG00001040594,ncrna,StyR-44,2650685,2650784,,,,
ECB_t00045,ncrna,gltW,2650862,2650937,,,,
EBG00001040520,ncrna,tRNA,2650865,2650937,,,,
ECB_r00006,ncrna,rrsG,2651023,2652564,,,,
EBG00001040595,ncrna,SSU_rRNA_archaea,2651025,2652559,,,,
ECB_02482,cds,clpB,2653008,2655581,protein disaggregation chaperone,,,
ECB_02483,cds,yfiH,2655711,2656442,hypothetical protein,,,
ECB_02484,cds,rluD,2656439,2657419,23S rRNA pseudouridine synthase,,,
ECB_02485,cds,yfiO,2657554,2658291,predicted lipoprotein,,,
ECB_02486,cds,yfiA,2658562,2658903,cold shock protein associated with 30S ribosomal subunit,,,
ECB_02487,cds,pheL,2659007,2659054,pheA gene leader peptide,,,
ECB_02488,cds,pheA,2659152,2660312,fused chorismate mutase P/prephenate dehydratase,,,
ECB_02489,cds,tyrA,2660355,2661476,fused chorismate mutase T/prephenate dehydrogenase,,,
ECB_02490,cds,aroF,2661487,2662557,"3-deoxy-D-arabino-heptulosonate-7-phosphate synthase, tyrosine-repressible",,,
ECB_02491,cds,yfiL,2662767,2663132,hypothetical protein,,,
ECB_02492,cds,yfiR,2663282,2663800,hypothetical protein,,,
ECB_02493,cds,yfiN,2663790,2665016,predicted diguanylate cyclase,,,
ECB_02494,cds,yfiB,2665032,2665514,predicted outer membrane lipoprotein,,,
ECB_02495,cds,rplS,2665590,2665937,50S ribosomal protein L19,,,
ECB_02496,cds,trmD,2665979,2666746,tRNA (guanine-N(1)-)-methyltransferase,,,
ECB_02497,cds,rimM,2666777,2667325,16S rRNA-processing protein,,,
ECB_02498,cds,rpsP,2667344,2667592,30S ribosomal protein S16,,,
ECB_02499,cds,ffh,2667729,2669090,Signal Recognition Particle (SRP) component with 4.5S RNA (ffs),,,
ECB_02500,cds,ypjD,2669182,2670048,predicted inner membrane protein,,,
ECB_02501,cds,yfjD,2670159,2671355,predicted inner membrane protein,,,
ECB_02502,cds,grpE,2671410,2672003,heat shock protein,,,
ECB_02503,cds,ppnK,2672126,2673004,inorganic polyphosphate/ATP-NAD kinase,,,
ECB_02504,cds,recN,2673090,2674751,recombination and repair protein,,,
ECB_02505,cds,smpA,2675089,2675241,small membrane lipoprotein,,,
ECB_02506,cds,yfjF,2675303,2675593,hypothetical protein,,,
ECB_02507,cds,yfjG,2675583,2676059,hypothetical protein,,,
ECB_02508,cds,smpB,2676191,2676673,SsrA-binding protein,,,
EBG00001040604,ncrna,tmRNA,2676888,2677250,,,,
ECB_02509,cds,,2677417,2678646,Fels-2 prophage protein,,,
ECB_02510,cds,,2678929,2680485,Recombinase,,,
ECB_02511,cds,,2680475,2681371,ParB family protein,,,
ECB_02512,cds,,2681368,2682264,conserved hypothetical protein,,,
ECB_02513,cds,insA-20,2682663,2682938,IS1 protein InsA,,,
ECB_02514,cds,insB-20,2682857,2683360,IS1 protein InsB,,,
ECB_02515,cds,csiD,2683666,2684643,hypothetical protein,,,
ECB_02516,cds,ygaF,2684662,2685930,predicted enzyme,,,
ECB_02517,cds,gabD,2685953,2687401,"succinate-semialdehyde dehydrogenase I, NADP-dependent",,,
ECB_02518,cds,gabT,2687415,2688695,4-aminobutyrate aminotransferase,,,
ECB_02519,cds,gabP,2689006,2690406,gamma-aminobutyrate transporter,,,
ECB_02520,cds,ygaE,2690427,2691089,DNA-binding transcriptional dual regulator,,,
ECB_02521,cds,ygaU,2691090,2691539,hypothetical protein,,,
ECB_02522,cds,yqaE,2691623,2691781,predicted membrane protein,,,
ECB_02523,cds,ygaV,2691964,2692263,predicted DNA-binding transcriptional regulator,,,
ECB_02524,cds,ygaP,2692273,2692797,predicted inner membrane protein with hydrolase activity,,,
ECB_02525,cds,stpA,2692844,2693248,"DNA binding protein, nucleoid-associated",,,
ECB_02526,cds,ygaW,2693916,2694365,predicted inner membrane protein,,,
ECB_02527,cds,ygaC,2694402,2694746,hypothetical protein,,,
ECB_02528,cds,ygaM,2694886,2695227,hypothetical protein,,,
ECB_02529,cds,nrdH,2695475,2695720,glutaredoxin-like protein,,,
ECB_02530,cds,nrdI,2695717,2696127,hypothetical protein,,,
ECB_02531,cds,nrdE,2696100,2698244,ribonucleotide-diphosphate reductase alpha subunit,,,
ECB_02532,cds,nrdF,2698254,2699213,ribonucleotide-diphosphate reductase beta subunit,,,
ECB_02533,cds,proV,2699567,2700769,glycine betaine transporter subunit,,,
ECB_02534,cds,proW,2700762,2701826,glycine betaine transporter subunit,,,
ECB_02535,cds,proX,2701884,2702876,glycine betaine transporter subunit,,,
ECB_02536,cds,ygaXY,2703168,2704352,predicted transporter,,,
ECB_02537,cds,ygaZ,2704476,2705213,predicted transporter,,,
ECB_02538,cds,ygaH,2705203,2705538,predicted inner membrane protein,,,
ECB_02539,cds,emrR,2705629,2706159,DNA-binding transcriptional repressor of microcin B17 synthesis and multidrug efflux,,,
ECB_02540,cds,emrA,2706286,2707458,multidrug efflux system,,,
ECB_02541,cds,emrB,2707475,2709013,multidrug efflux system protein,,,
ECB_02542,cds,ygaG,2709077,2709592,S-ribosylhomocysteinase,,,
EBG00001040549,ncrna,MicA,2709661,2709732,,,,
ECB_02543,cds,gshA,2709742,2711298,glutamate-cysteine ligase,,,
ECB_02544,cds,yqaA,2711371,2711799,conserved inner membrane protein,,,
ECB_02545,cds,yqaB,2711796,2712362,predicted hydrolase,,,
ECB_t00046,ncrna,argQ,2712643,2712719,,,,
EBG00001040663,ncrna,tRNA,2712646,2712719,,,,
ECB_t00047,ncrna,argZ,2712918,2712994,,,,
EBG00001040698,ncrna,tRNA,2712921,2712994,,,,
ECB_t00048,ncrna,argY,2713057,2713133,,,,
EBG00001040559,ncrna,tRNA,2713060,2713133,,,,
ECB_t00049,ncrna,argV,2713332,2713408,,,,
EBG00001040585,ncrna,tRNA,2713335,2713408,,,,
ECB_t00050,ncrna,serV,2713412,2713504,,,,
EBG00001040543,ncrna,tRNA,2713415,2713504,,,,
ECB_02546,cds,csrA,2713820,2714005,carbon storage regulator,,,
ECB_02547,cds,alaS,2714240,2716870,alanyl-tRNA synthetase,,,
ECB_02548,cds,recX,2716998,2717498,RecA regulator RecX,,,
ECB_02549,cds,recA,2717567,2718628,recombinase A,,,
ECB_02550,cds,ygaD,2718708,2719205,competence damage-inducible protein A,,,
ECB_02551,cds,mltB,2719350,2720435,membrane-bound lytic murein transglycosylase B,,,
ECB_02552,cds,srlA,2720691,2721254,glucitol/sorbitol-specific enzyme IIC component of PTS,,,
ECB_02553,cds,srlE,2721251,2722210,glucitol/sorbitol-specific enzyme IIB component of PTS,,,
ECB_02554,cds,srlB,2722221,2722592,glucitol/sorbitol-specific enzyme IIA component of PTS,,,
ECB_02555,cds,srlD,2722596,2723375,3-ketoacyl-(acyl-carrier-protein) reductase,,,
ECB_02556,cds,gutM,2723481,2723840,DNA-binding transcriptional activator of glucitol operon,,,
ECB_02557,cds,srlR,2723907,2724680,DNA-bindng transcriptional repressor,,,
ECB_02558,cds,gutQ,2724673,2725638,predicted phosphosugar-binding protein,,,
ECB_02559,cds,ygaA,2725635,2727149,anaerobic nitric oxide reductase transcription regulator,,,
ECB_02560,cds,norV,2727336,2728775,anaerobic nitric oxide reductase flavorubredoxin,,,
ECB_02561,cds,ygbD,2728772,2729905,nitric oxide reductase,,,
ECB_02562,cds,hypF,2730033,2732285,carbamoyl phosphate phosphatase and maturation protein,,,
ECB_02563,cds,hydN,2732438,2732965,"formate dehydrogenase-H, [4Fe-4S] ferredoxin subunit",,,
ECB_02564,cds,ascG,2733114,2734127,DNA-binding transcriptional repressor,,,
ECB_02565,cds,ascF,2734384,2735841,fused cellobiose/arbutin/salicin-specific PTS enzymes,,,
ECB_02566,cds,ascB,2735850,2737274,cryptic 6-phospho-beta-glucosidase,,,
ECB_02567,cds,hycI,2737433,2737903,protease,,,
ECB_02568,cds,hycH,2737896,2738306,HycH,,,
ECB_02569,cds,hycG,2738303,2739070,"hydrogenase 3 and formate hydrogenase complex, HycG subunit",,,
ECB_02570,cds,hycF,2739070,2739612,formate hydrogenlyase complex iron-sulfur protein,,,
ECB_02571,cds,hycE,2739622,2741331,"hydrogenase 3, large subunit",,,
ECB_02572,cds,hycD,2741349,2742272,"hydrogenase 3, membrane subunit",,,
ECB_02573,cds,hycC,2742275,2744101,NADH dehydrogenase subunit N,,,
ECB_02574,cds,hycB,2744098,2744709,"hydrogenase 3, Fe-S subunit",,,
ECB_02575,cds,hycA,2744834,2745295,regulator of the transcriptional regulator FhlA,,,
ECB_02576,cds,hypA,2745507,2745857,HypA,,,
ECB_02577,cds,hypB,2745861,2746733,HypB,,,
ECB_02578,cds,hypC,2746724,2746996,HypC,,,
ECB_02579,cds,hypD,2746996,2748117,HypD,,,
ECB_02580,cds,hypE,2748156,2749124,"carbamoyl phosphate phosphatase, hydrogenase 3 maturation protein",,,
ECB_02581,cds,fhlA,2749198,2751276,DNA-binding transcriptional activator,,,
ECB_02582,cds,ygbA,2751313,2751666,hypothetical protein,,,
ECB_02583,cds,mutS,2751953,2754514,DNA mismatch repair protein,,,
ECB_02584,cds,pphB,2754620,2755276,serine/threonine-specific protein phosphatase 2,,,
ECB_02585,cds,ygbI,2755327,2756124,predicted DNA-binding transcriptional regulator,,,
ECB_02586,cds,ygbJ,2756290,2757198,"predicted dehydrogenase, with NAD(P)-binding Rossmann-fold domain",,,
ECB_02587,cds,ygbK,2757195,2758457,hypothetical protein,,,
ECB_02588,cds,ygbL,2758454,2759092,hypothetical protein,,,
ECB_02589,cds,ygbM,2759097,2759873,hypothetical protein,,,
ECB_02590,cds,ygbN,2759962,2761326,predicted transporter,,,
ECB_02591,cds,rpoS,2761420,2762412,RNA polymerase sigma factor,,,
ECB_02592,cds,nlpD,2762475,2763614,predicted outer membrane lipoprotein,,,
ECB_02593,cds,pcm,2763754,2764380,protein-L-isoaspartate O-methyltransferase,,,
ECB_02594,cds,surE,2764374,2765135,acid phosphatase,,,
ECB_02595,cds,ygbO,2765116,2766165,tRNA pseudouridine synthase D,,,
ECB_02596,cds,ispF,2766162,2766641,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase",,,
ECB_02597,cds,ispD,2766641,2767351,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,,,
ECB_02598,cds,ftsB,2767370,2767681,cell divison protein FtsB,,,
ECB_02599,cds,ygbE,2767875,2768198,conserved inner membrane protein,,,
ECB_02600,cds,cysC,2768248,2768853,adenylylsulfate kinase,,,
ECB_02601,cds,cysN,2768853,2770280,sulfate adenylyltransferase subunit 1,,,
ECB_02602,cds,cysD,2770282,2771190,sulfate adenylyltransferase subunit 2,,,
ECB_02603,cds,iap,2771442,2772479,aminopeptidase in alkaline phosphatase isozyme conversion,,,
ECB_02604,cds,insL-5,2772911,2774023,putative transposase insL for insertion sequence IS186,,,
ECB_02605,cds,insK-3,2774461,2775312,IS150 putative transposase,,,
ECB_02606,cds,insJ-3,2775309,2775830,IS150 hypothetical protein,,,
EBG00001040687,ncrna,sok,2775801,2775956,,,,
ECB_02607,cds,cysH,2776079,2776813,phosphoadenosine phosphosulfate reductase,,,
ECB_02608,cds,cysI,2776887,2778599,"sulfite reductase, beta subunit, NAD(P)-binding, heme-binding",,,
ECB_02609,cds,cysJ,2778599,2780398,"sulfite reductase, alpha subunit, flavoprotein",,,
ECB_02610,cds,ygcM,2780714,2781079,6-pyruvoyl tetrahydrobiopterin synthase (PTPS),,,
ECB_02611,cds,ygcN,2781157,2782428,predicted oxidoreductase with FAD/NAD(P)-binding domain,,,
ECB_02612,cds,ygcO,2782419,2782679,predicted 4Fe-4S cluster-containing protein,,,
ECB_02613,cds,ygcP,2782696,2783271,predicted anti-terminator regulatory protein,,,
ECB_02614,cds,ygcQ,2783419,2784279,predicted flavoprotein,,,
ECB_02615,cds,ygcR,2784276,2785055,predicted flavoprotein,,,
ECB_02616,cds,ygcS,2785033,2786370,predicted transporter,,,
ECB_02617,cds,ygcU,2786464,2787918,predicted FAD containing dehydrogenase,,,
ECB_02618,cds,ygcW,2787988,2788773,predicted deoxygluconate dehydrogenase,,,
ECB_02619,cds,yqcE,2789092,2790369,predicted transporter,,,
ECB_02620,cds,ygcE,2790396,2791874,predicted kinase,,,
ECB_02621,cds,,2792509,2793357,conserved hypothetical protein,,,
ECB_02622,cds,ygcF,2793675,2794346,hypothetical protein,,,
ECB_02623,cds,ygcG,2794639,2795511,hypothetical protein,,,
ECB_02624,cds,eno,2795571,2796869,phosphopyruvate hydratase,,,
ECB_02625,cds,pyrG,2796957,2798594,CTP synthetase,,,
ECB_02626,cds,mazG,2798822,2799613,nucleoside triphosphate pyrophosphohydrolase,,,
ECB_02627,cds,chpA,2799684,2800019,"toxin of the ChpA-ChpR toxin-antitoxin system, endoribonuclease",,,
ECB_02628,cds,chpR,2800019,2800267,antitoxin of the ChpA-ChpR toxin-antitoxin system,,,
ECB_02629,cds,relA,2800345,2802579,(p)ppGpp synthetase I/GTP pyrophosphokinase,,,
ECB_02630,cds,rumA,2802627,2803928,23S rRNA (uracil-5-)-methyltransferase,,,
ECB_02631,cds,barA,2803985,2806741,"hybrid sensory histidine kinase, in two-component regulatory system with UvrY",,,
ECB_02632,cds,gudD,2806974,2808314,(D)-glucarate dehydratase 1,,,
ECB_02633,cds,gudX,2808335,2809675,predicted glucarate dehydratase,,,
ECB_02634,cds,gudP,2809677,2811029,predicted D-glucarate transporter,,,
ECB_02635,cds,yqcA,2811464,2811913,flavodoxin,,,
ECB_02636,cds,yqcB,2811931,2812713,tRNA pseudouridine synthase,,,
ECB_02637,cds,yqcC,2812713,2813042,hypothetical protein,,,
EBG00001040627,ncrna,CsrB,2813085,2813444,,,,
ECB_02638,cds,syd,2813664,2814209,SecY interacting protein Syd,,,
ECB_02639,cds,yqcD,2814277,2815125,hypothetical protein,,,
ECB_02640,cds,ygdH,2815237,2816601,hypothetical protein,,,
ECB_02641,cds,sdaC,2817158,2818447,predicted serine transporter,,,
ECB_02642,cds,sdaB,2818505,2819872,L-serine deaminase II,,,
ECB_02643,cds,xni,2819894,2820739,exonuclease IX,,,
ECB_02644,cds,fucO,2820794,2821945,"L-1,2-propanediol oxidoreductase",,,
ECB_02646,cds,insB-21,2822202,2822705,IS1 protein InsB,,,
ECB_02647,cds,insA-21,2822624,2822899,IS1 protein InsA,,,
ECB_02648,cds,,2823527,2824471,L-fuculose phosphate aldolase,,,
ECB_02649,cds,,2824590,2826218,L-ribulokinase AraB-like protein,,,
ECB_02650,cds,,2826223,2827296,D-ribose-binding periplasmic protein,,,
ECB_02651,cds,,2827247,2828230,Ribose transport system permease protein rbsC,,,
ECB_02652,cds,,2828234,2829733,conserved hypothetical protein,,,
ECB_02653,cds,fucI,2830203,2831978,L-fucose isomerase,,,
ECB_02654,cds,fucK,2832057,2833505,L-fuculokinase,,,
ECB_02655,cds,fucU,2833507,2833929,L-fucose mutarotase,,,
ECB_02656,cds,fucR,2833987,2834718,DNA-binding transcriptional activator,,,
ECB_02657,cds,ygdE,2834762,2835862,predicted methyltransferase,,,
ECB_02658,cds,ygdD,2835855,2836250,conserved inner membrane protein,,,
ECB_02659,cds,gcvA,2836269,2837186,DNA-binding transcriptional dual regulator,,,
EBG00001040654,ncrna,GcvB,2837315,2837520,,,,
ECB_02660,cds,ygdI,2837537,2837764,hypothetical protein,,,
ECB_02661,cds,csdA,2837956,2839161,cysteine sulfinate desulfinase,,,
ECB_02662,cds,ygdK,2839161,2839604,predicted Fe-S metabolism protein,,,
ECB_02663,cds,ygdL,2839655,2840461,hypothetical protein,,,
ECB_02664,cds,mltA,2840700,2841797,membrane-bound lytic murein transglycosylase A,,,
ECB_t00051,ncrna,metZ,2842006,2842082,,,,
EBG00001040708,ncrna,tRNA,2842006,2842079,,,,
ECB_t00052,ncrna,metW,2842116,2842192,,,,
EBG00001040639,ncrna,tRNA,2842116,2842189,,,,
EBG00001040628,ncrna,tRNA,2842226,2842299,,,,
ECB_t00053,ncrna,metV,2842226,2842302,,,,
ECB_02665,cds,amiC,2842376,2843629,N-acetylmuramoyl-L-alanine amidase,,,
ECB_02666,cds,argA,2843861,2845192,N-acetylglutamate synthase,,,
ECB_02667,cds,recD,2845254,2847080,"exonuclease V (RecBCD complex), alpha chain",,,
ECB_02668,cds,recB,2847080,2850622,"exonuclease V (RecBCD complex), beta subunit",,,
ECB_02669,cds,ptr,2850615,2853503,protease III,,,
ECB_02670,cds,recC,2853679,2857047,"exonuclease V (RecBCD complex), gamma chain",,,
ECB_02671,cds,ppdC,2857060,2857383,hypothetical protein,,,
ECB_02672,cds,ygdB,2857368,2857775,hypothetical protein,,,
ECB_02673,cds,ppdB,2857772,2858335,hypothetical protein,,,
ECB_02674,cds,ppdA,2858326,2858796,hypothetical protein,,,
ECB_02675,cds,thyA,2858981,2859775,thymidylate synthase,,,
ECB_02676,cds,lgt,2859782,2860657,prolipoprotein diacylglyceryl transferase,,,
ECB_02677,cds,ptsP,2860808,2863054,fused PTS enzyme,,,
ECB_02678,cds,ygdP,2863067,2863597,dinucleoside polyphosphate hydrolase,,,
ECB_02679,cds,mutH,2864282,2864971,DNA mismatch repair protein,,,
ECB_02680,cds,ygdQ,2865040,2865753,predicted inner membrane protein,,,
ECB_02681,cds,ygdR,2865891,2866109,hypothetical protein,,,
ECB_02682,cds,tas,2866217,2867257,"predicted oxidoreductase, NADP(H)-dependent aldo-keto reductase",,,
ECB_02683,cds,ygeD,2867289,2868482,predicted inner membrane protein,,,
ECB_02684,cds,aas,2868475,2870634,2-acyl-glycerophospho-ethanolamine acyltransferase,,,
EBG00001040629,ncrna,OmrA-B,2870722,2870809,,,,
EBG00001040683,ncrna,OmrA-B,2870925,2871006,,,,
ECB_02685,cds,galR,2871220,2872251,DNA-binding transcriptional repressor,,,
ECB_02686,cds,lysA,2872258,2873520,"diaminopimelate decarboxylase, PLP-binding",,,
ECB_02687,cds,lysR,2873642,2874577,DNA-binding transcriptional dual regulator,,,
ECB_02688,cds,ygeA,2874564,2875256,predicted racemase,,,
ECB_02689,cds,araE,2875385,2876803,arabinose transporter,,,
ECB_02690,cds,kduD,2877118,2877879,2-deoxy-D-gluconate 3-dehydrogenase,,,
ECB_02691,cds,kduI,2877909,2878745,5-keto-4-deoxyuronate isomerase,,,
ECB_02692,cds,yqeF,2879032,2880213,acetyl-CoA acetyltransferase,,,
ECB_02693,cds,yqeG,2880469,2881698,predicted transporter,,,
ECB_02694,cds,yqeH,2882158,2882727,conserved hypothetical protein with bipartite regulator domain,,,
ECB_02695,cds,insE-5,2882765,2883073,putative transposase-related protein,,,
ECB_02696,cds,insF-5,2883130,2883936,putative transposase for IS3,,,
ECB_02697,cds,ygeQ,2883950,2884501,hypothetical protein,,,
ECB_t00054,ncrna,glyU,2884739,2884812,,,,
EBG00001040521,ncrna,tRNA,2884742,2884812,,,,
ECB_02698,cds,ygeR,2884891,2885646,Tetratricopeptide repeat transcriptional regulator,,,
ECB_02699,cds,xdhA,2886100,2888358,"xanthine dehydrogenase, molybdenum binding subunit",,,
ECB_02700,cds,xdhB,2888369,2889247,"xanthine dehydrogenase, FAD-binding subunit",,,
ECB_02701,cds,xdhC,2889244,2889723,"xanthine dehydrogenase, Fe-S binding subunit",,,
ECB_02702,cds,ygeV,2889763,2891541,predicted DNA-binding transcriptional regulator,,,
ECB_02703,cds,ygeW,2892017,2893207,hypothetical protein,,,
ECB_02704,cds,ygeX,2893265,2894461,diaminopropionate ammonia-lyase,,,
ECB_02705,cds,ygeY,2894519,2895730,hypothetical protein,,,
ECB_02706,cds,ygeZ,2895783,2897168,dihydropyrimidinase,,,
ECB_02707,cds,yqeA,2897216,2898148,predicted amino acid kinase,,,
ECB_02708,cds,yqeB,2898369,2899994,conserved hypothetical protein with NAD(P)-binding Rossman fold,,,
ECB_02709,cds,yqeC,2900042,2900812,hypothetical protein,,,
ECB_02710,cds,ygfJ,2900915,2901493,hypothetical protein,,,
ECB_02711,cds,ygfK,2901814,2904912,"predicted oxidoreductase, Fe-S subunit",,,
ECB_02712,cds,ssnA,2904915,2906243,putative chlorohydrolase/aminohydrolase,,,
ECB_02713,cds,ygfM,2906294,2907073,predicted oxidoreductase,,,
ECB_02714,cds,xdhD,2907070,2909940,fused predicted xanthine/hypoxanthine oxidase,,,
ECB_02715,cds,ygfO,2910105,2911505,predicted transporter,,,
ECB_02716,cds,guaD,2911520,2912839,guanine deaminase,,,
ECB_02717,cds,ygfQ,2912875,2914242,predicted transporter,,,
ECB_02718,cds,ygfS,2914278,2914610,"predicted oxidoreductase, 4Fe-4S ferredoxin-type subunit",,,
ECB_02719,cds,ygfT,2914766,2916685,fused predicted oxidoreductase,,,
ECB_02720,cds,ygfU,2917121,2918569,predicted transporter,,,
ECB_02721,cds,idi,2918819,2919367,isopentenyl-diphosphate delta-isomerase,,,
ECB_02722,cds,lysS,2919410,2920927,"lysine tRNA synthetase, constitutive",,,
ECB_02723,cds,prfB,2920937,2922035,peptide chain release factor 2,,,
ECB_02724,cds,recJ,2922126,2923859,"ssDNA exonuclease, 5'-> 3'-specific",,,
ECB_02725,cds,dsbC,2923865,2924575,protein disulfide isomerase II,,,
ECB_02726,cds,xerD,2924600,2925496,site-specific tyrosine recombinase XerD,,,
ECB_02727,cds,fldB,2925608,2926129,flavodoxin 2,,,
ECB_02728,cds,ygfX,2926169,2926576,hypothetical protein,,,
ECB_02729,cds,ygfY,2926557,2926823,hypothetical protein,,,
ECB_02730,cds,ygfZ,2927066,2928046,putative global regulator,,,
ECB_02731,cds,yqfA,2928242,2928901,"predicted oxidoreductase, inner membrane subunit",,,
ECB_02732,cds,yqfB,2929065,2929376,hypothetical protein,,,
ECB_02733,cds,bglA,2929415,2930854,6-phospho-beta-glucosidase A,,,
ECB_02734,cds,ygfF,2930911,2931654,predicted NAD(P)-binding oxidoreductase with NAD(P)-binding Rossmann-fold domain,,,
ECB_02735,cds,gcvP,2931920,2934793,glycine dehydrogenase,,,
ECB_02736,cds,gcvH,2934912,2935301,glycine cleavage system protein H,,,
ECB_02737,cds,gcvT,2935325,2936419,glycine cleavage system aminomethyltransferase T,,,
ECB_02738,cds,visC,2936866,2938068,hypothetical protein,,,
ECB_02739,cds,ubiH,2938091,2939269,2-octaprenyl-6-methoxyphenyl hydroxylase,,,
ECB_02740,cds,pepP,2939266,2940591,proline aminopeptidase P II,,,
ECB_02741,cds,ygfB,2940617,2941195,hypothetical protein,,,
ECB_02742,cds,ygfE,2941363,2941692,cytokinetic ring-localizing protein,,,
EBG00001040516,ncrna,6S,2941734,2941917,,,,
ECB_02743,cds,ygfA,2941992,2942540,predicted ligase,,,
EBG00001040731,ncrna,SIB_RNA,2942566,2942716,,,,
ECB_02744,cds,serA,2942929,2944161,D-3-phosphoglycerate dehydrogenase,,,
ECB_02745,cds,rpiA,2944417,2945076,ribose-5-phosphate isomerase A,,,
ECB_02746,cds,yqfE,2945132,2945362,hypothetical protein,,,
ECB_02747,cds,iciA,2945504,2946397,chromosome replication initiation inhibitor protein,,,
ECB_02748,cds,sbm,2946601,2948745,methylmalonyl-CoA mutase,,,
ECB_02749,cds,argK,2948738,2949733,arginine/ornithine transport system ATPase,,,
ECB_02750,cds,ygfG,2949744,2950529,"methylmalonyl-CoA decarboxylase, biotin-independent",,,
ECB_02751,cds,ygfH,2950553,2952031,propionyl-CoA,,,
ECB_02752,cds,ygfI,2952028,2952924,predicted DNA-binding transcriptional regulator,,,
ECB_02753,cds,yggE,2953091,2953831,hypothetical protein,,,
ECB_02754,cds,yggA,2953924,2954559,arginine exporter protein,,,
ECB_02755,cds,yggB,2954698,2955558,mechanosensitive channel,,,
ECB_02756,cds,fbaA,2955916,2956995,fructose-bisphosphate aldolase,,,
ECB_02757,cds,pgk,2957210,2958373,phosphoglycerate kinase,,,
ECB_02758,cds,epd,2958423,2959442,D-erythrose 4-phosphate dehydrogenase,,,
ECB_02759,cds,yggC,2959727,2960440,hypothetical protein,,,
ECB_02760,cds,yggD,2960437,2960946,predicted DNA-binding transcriptional regulator,,,
ECB_02761,cds,yggF,2960968,2961933,predicted hexoseP phosphatase,,,
ECB_02762,cds,yggP,2961930,2963207,predicted dehydrogenase,,,
ECB_02763,cds,cmtA,2963222,2964610,predicted fused mannitol-specific PTS enzymes,,,
ECB_02764,cds,cmtB,2964665,2965081,predicted mannitol-specific enzyme IIA component of PTS,,,
ECB_02765,cds,tktA,2965395,2967386,"transketolase 1, thiamin-binding",,,
ECB_02766,cds,yggG,2967664,2968422,predicted peptidase,,,
ECB_02767,cds,speB,2968628,2969548,agmatinase,,,
ECB_02768,cds,speA,2969686,2971662,arginine decarboxylase,,,
ECB_02769,cds,yqgB,2971671,2971817,hypothetical protein,,,
ECB_02770,cds,yqgC,2971938,2972153,hypothetical protein,,,
ECB_02771,cds,yqgD,2972150,2972401,predicted inner membrane protein,,,
ECB_02772,cds,metK,2972457,2973611,S-adenosylmethionine synthetase,,,
ECB_02773,cds,galP,2974035,2975429,D-galactose transporter,,,
ECB_02774,cds,sprT,2975506,2976003,hypothetical protein,,,
ECB_02775,cds,endA,2976098,2976805,DNA-specific endonuclease I,,,
ECB_02776,cds,yggJ,2976885,2977616,hypothetical protein,,,
ECB_02777,cds,gshB,2977629,2978579,glutathione synthetase,,,
ECB_02778,cds,yqgE,2978688,2979251,hypothetical protein,,,
ECB_02779,cds,yqgF,2979251,2979667,Holliday junction resolvase-like protein,,,
ECB_02780,cds,yggR,2979851,2980831,predicted transporter,,,
ECB_02781,cds,yggS,2980849,2981553,predicted enzyme,,,
ECB_02782,cds,yggT,2981571,2982137,predicted inner membrane protein,,,
ECB_02783,cds,yggU,2982134,2982424,hypothetical protein,,,
ECB_02784,cds,yggV,2982432,2983025,putative deoxyribonucleotide triphosphate pyrophosphatase,,,
ECB_02785,cds,yggW,2983018,2984154,coproporphyrinogen III oxidase,,,
ECB_02786,cds,yggM,2984219,2985226,hypothetical protein,,,
ECB_02787,cds,ansB,2985343,2986389,periplasmic L-asparaginase II,,,
ECB_02788,cds,yggN,2986565,2987284,hypothetical protein,,,
ECB_02789,cds,yggL,2987468,2987794,hypothetical protein,,,
ECB_02790,cds,yggH,2987794,2988513,tRNA(m7G46)-methyltransferase,,,
ECB_02791,cds,mutY,2988674,2989726,adenine DNA glycosylase,,,
ECB_02792,cds,yggX,2989754,2990029,hypothetical protein,,,
ECB_02793,cds,mltC,2990094,2991173,membrane-bound lytic murein transglycosylase C,,,
ECB_02794,cds,nupG,2991375,2992631,nucleoside transporter,,,
ECB_02795,cds,speC,2992680,2994815,"ornithine decarboxylase, constitutive",,,
ECB_02796,cds,yqgA,2995208,2995915,predicted inner membrane protein,,,
ECB_t00055,ncrna,pheV,2996021,2996096,,,,
EBG00001040624,ncrna,tRNA,2996021,2996093,,,,
